,Место отбора,"Сод. Cl соед., мг/дм3",Дата
1440,КСУ-БЕН-5,131.8,2022-09-22 22:00:00
1441,КСУ-БЕН-2,163.6,2022-09-23 04:00:00
1442,КСУ-БЕН-1,182.5,2022-09-23 10:00:00
1443,КСУ-БЕН-4,178.6,2022-09-23 16:00:00
1444,АСН-5,129.6,2022-09-23 18:45:00
1445,КСУ-БЕН-1,"329,,4",2022-09-23 22:00:00
1446,КСУ-БЕН-6,224.1,2022-09-24 04:00:00
1447,КСУ-БЕН-3,150.4,2022-09-24 10:00:00
1448,КСУ-БЕН-2,216.7,2022-09-24 16:00:00
1449,КСУ-БЕН-6,108.6,2022-09-24 22:00:00
1450,КСУ-БЕН-3,116.6,2022-09-25 04:00:00
1451,КСУ-БЕН-2,123.5,2022-09-25 10:00:00
1452,КСУ-БЕН-6,126.3,2022-09-25 16:00:00
1453,КСУ-БЕН-3,195.8,2022-09-25 22:00:00
1454,КСУ-БЕН-1,222.6,2022-09-26 04:00:00
1455,КСУ-БЕН-6,138.3,2022-09-26 10:00:00
1456,КСУ-БЕН-3,160.2,2022-09-26 16:00:00
1457,КСУ-БЕН-1,219,2022-09-26 22:00:00
1458,КСУ-БЕН-5,173.9,2022-09-27 04:00:00
1459,КСУ-БЕН-3,125.6,2022-09-27 10:00:00
1460,КСУ-БЕН-2,125.9,2022-09-27 16:00:00
1461,КСУ-БЕН-6,172.2,2022-09-27 22:00:00
1462,КСУ-БЕН-3,131.5,2022-09-28 04:00:00
1463,КСУ-БЕН-2,168.4,2022-09-28 10:00:00
1464,КСУ-БЕН-1,135.8,2022-09-28 16:00:00
1465,КСУ-БЕН-5,101.2,2022-09-28 22:00:00
1466,КСУ-БЕН-2,67.2,2022-09-29 04:00:00
1467,КСУ-БЕН-1,126.8,2022-09-29 10:00:00
1468,КСУ-БЕН-5,117.3,2022-09-29 16:00:00
1469,КСУ-БЕН-2,126.1,2022-09-29 22:00:00
1470,КСУ-БЕН-1,113.4,2022-09-30 04:00:00
1471,КСУ-БЕН-5,143.1,2022-09-30 10:00:00
1472,КСУ-БЕН-6,136,2022-09-30 16:00:00
1473,КСУ-БЕН-3,121.8,2022-09-30 22:00:00
1474,КСУ-БЕН-1,120.5,2022-10-01 04:00:00
1475,КСУ-БЕН-6,118,2022-10-01 10:00:00
1476,КСУ-БЕН-5,149.1,2022-10-01 16:00:00
1477,КСУ-БЕН-2,195.8,2022-10-01 22:00:00
1478,КСУ-БЕН-1,141.8,2022-10-02 04:00:00
1479,КСУ-БЕН-5,152.2,2022-10-02 10:00:00
1480,КСУ-БЕН-3,145.2,2022-10-02 16:00:00
1481,КСУ-БЕН-1,123.8,2022-10-02 22:00:00
1482,КСУ-БЕН-5,132.2,2022-10-03 04:00:00
1483,КСУ-БЕН-3,215.5,2022-10-03 10:00:00
1484,КСУ-БЕН-1,223.6,2022-10-03 16:00:00
1485,КСУ-БЕН-5,139.6,2022-10-03 22:00:00
1486,КСУ-БЕН-3,144.8,2022-10-04 04:00:00
1487,КСУ-БЕН-1,238.2,2022-10-04 10:00:00
1488,КСУ-БЕН-6,234.3,2022-10-04 16:00:00
1489,КСУ-БЕН-3,212.4,2022-10-04 22:00:00
1490,КСУ-БЕН-1,257.9,2022-10-05 04:00:00
1491,КСУ-БЕН-2,237.8,2022-10-05 05:00:00
1492,КСУ-БЕН-6,282.2,2022-10-05 10:00:00
1493,КСУ-БЕН-5,262.3,2022-10-05 16:00:00
1494,КСУ-БЕН-2,273.1,2022-10-05 22:00:00
1495,КСУ-БЕН-6,221.7,2022-10-06 04:00:00
1496,КСУ-БЕН-5,259.4,2022-10-06 10:00:00
1497,КСУ-БЕН-2,173.5,2022-10-06 16:00:00
1498,КСУ-БЕН-6,126.7,2022-10-06 22:00:00
1499,КСУ-БЕН-5,96.2,2022-10-07 04:00:00
1500,КСУ-БЕН-3,77.4,2022-10-07 10:00:00
1501,КСУ-БЕН-2,89.9,2022-10-07 16:00:00
1502,КСУ-БЕН-1,93.6,2022-10-07 22:00:00
1503,КСУ-БЕН-5,162.9,2022-10-08 04:00:00
1504,КСУ-БЕН-3,164.7,2022-10-08 10:00:00
1505,АСН-6,55,2022-10-08 12:10:00
1506,КСУ-БЕН-1,143.9,2022-10-08 14:00:00
1507,КСУ-БЕН-5,174.8,2022-10-08 18:00:00
1508,АСН-6,111.3,2022-10-08 20:10:00
1509,КСУ-БЕН-1,164.4,2022-10-08 22:00:00
1510,КСУ-БЕН-3,176.8,2022-10-09 02:00:00
1511,АСН-6,139.6,2022-10-09 02:20:00
1512,КСУ-БЕН-5,119.8,2022-10-09 06:00:00
1513,АСН-6,112.6,2022-10-09 08:10:00
1514,КСУ-БЕН-3,88.6,2022-10-09 10:00:00
1515,КСУ-БЕН-4,149.4,2022-10-09 14:00:00
1516,АСН-6,74.2,2022-10-09 14:05:00
1517,КСУ-БЕН-2,153.7,2022-10-09 16:00:00
1518,КСУ-БЕН-1,145.5,2022-10-09 22:00:00
1519,КСУ-БЕН-5,178,2022-10-10 04:00:00
1520,АСН-6,63,2022-10-10 04:55:00
1521,КСУ-БЕН-2,148.7,2022-10-10 10:00:00
1522,КСУ-БЕН-2,197.1,2022-10-10 16:00:00
1523,КСУ-БЕН-2,150.3,2022-10-10 17:00:00
1524,КСУ-БЕН-3,130.9,2022-10-10 18:00:00
1525,КСУ-БЕН-5,126.9,2022-10-10 19:00:00
1526,КСУ-БЕН-5,114.9,2022-10-10 20:00:00
1527,КСУ-БЕН-6,101.5,2022-10-10 22:00:00
1528,КСУ-БЕН-5,101.7,2022-10-11 04:00:00
1529,КСУ-БЕН-5,122.9,2022-10-11 04:30:00
1530,КСУ-БЕН-2,94.8,2022-10-11 07:30:00
1531,КСУ-БЕН-3,80.5,2022-10-11 10:00:00
1532,КСУ-БЕН-2,85.3,2022-10-11 16:00:00
1533,КСУ-БЕН-6,70.4,2022-10-11 22:00:00
1534,КСУ-БЕН-3,83.4,2022-10-12 04:00:00
1535,КСУ-БЕН-2,78.3,2022-10-12 10:00:00
1536,КСУ-БЕН-1,134.9,2022-10-12 16:00:00
1537,КСУ-БЕН-5,190.9,2022-10-12 22:00:00
1538,АСН-6,88.2,2022-10-12 22:55:00
1539,КСУ-БЕН-2,161.3,2022-10-13 04:00:00
1540,АСН-6,110.1,2022-10-13 04:15:00
1541,КСУ-БЕН-1,106.5,2022-10-13 10:00:00
1542,КСУ-БЕН-6,75,2022-10-13 16:00:00
1543,КСУ-БЕН-3,98.8,2022-10-13 22:00:00
1544,КСУ-БЕН-2,84.5,2022-10-14 04:00:00
1545,КСУ-БЕН-6,100.3,2022-10-14 10:00:00
1546,КСУ-БЕН-2,130.8,2022-10-14 16:00:00
1547,КСУ-БЕН-2,191.7,2022-10-14 22:00:00
1548,АСН-6,101.7,2022-10-14 23:15:00
1549,КСУ-БЕН-6,134.5,2022-10-15 04:00:00
1550,КСУ-БЕН-5,90.5,2022-10-15 10:00:00
1551,КСУ-БЕН-3,67,2022-10-15 16:00:00
1552,КСУ-БЕН-1,122.8,2022-10-15 22:00:00
1553,КСУ-БЕН-5,81.8,2022-10-16 04:00:00
1554,КСУ-БЕН-3,66.9,2022-10-16 10:00:00
1555,КСУ-БЕН-1,81.2,2022-10-16 16:00:00
1556,КСУ-БЕН-5,72.1,2022-10-16 22:00:00
1557,КСУ-БЕН-3,102.9,2022-10-17 04:00:00
1558,КСУ-БЕН-1,76,2022-10-17 10:00:00
1559,КСУ-БЕН-5,73.9,2022-10-17 16:00:00
1560,КСУ-БЕН-3,95,2022-10-17 22:00:00
1561,КСУ-БЕН-1,132.5,2022-10-18 04:00:00
1562,КСУ-БЕН-6,103.5,2022-10-18 10:00:00
1563,КСУ-БЕН-3,77.8,2022-10-18 16:00:00
1564,КСУ-БЕН-1,64.3,2022-10-18 22:00:00
1565,КСУ-БЕН-6,74.9,2022-10-19 04:00:00
1566,КСУ-БЕН-3,72.2,2022-10-19 10:00:00
1567,КСУ-БЕН-1,77.6,2022-10-19 16:00:00
1568,КСУ-БЕН-6,84.9,2022-10-19 22:00:00
1569,КСУ-БЕН-3,87.3,2022-10-20 04:00:00
1570,КСУ-БЕН-2,77.8,2022-10-20 10:00:00
1571,КСУ-БЕН-4,100.7,2022-10-20 16:00:00
1572,КСУ-БЕН-3,107.5,2022-10-20 22:00:00
1573,КСУ-БЕН-2,77.7,2022-10-21 04:00:00
1574,КСУ-БЕН-6,81.6,2022-10-21 10:00:00
1575,КСУ-БЕН-3,153.3,2022-10-21 16:00:00
1576,КСУ-БЕН-1,122.6,2022-10-21 22:00:00
1577,КСУ-БЕН-6,131.5,2022-10-22 04:00:00
1578,КСУ-БЕН-3,126.6,2022-10-22 10:00:00
1579,КСУ-БЕН-2,140.2,2022-10-22 16:00:00
1580,КСУ-БЕН-6,67.2,2022-10-22 22:00:00
1581,КСУ-БЕН-3,125.9,2022-10-23 04:00:00
1582,КСУ-БЕН-2,141.6,2022-10-23 10:00:00
1583,КСУ-БЕН-6,151.9,2022-10-23 16:00:00
1584,КСУ-БЕН-3,143.9,2022-10-23 22:00:00
1585,КСУ-БЕН-2,75.5,2022-10-24 04:00:00
1586,КСУ-БЕН-6,73.6,2022-10-24 10:00:00
1587,КСУ-БЕН-3,89.6,2022-10-24 16:00:00
1588,КСУ-БЕН-2,79.5,2022-10-24 22:00:00
1589,КСУ-БЕН-6,67.7,2022-10-25 04:00:00
1590,КСУ-БЕН-5,67.3,2022-10-25 10:00:00
1591,КСУ-БЕН-2,116.6,2022-10-25 16:00:00
1592,КСУ-БЕН-1,66.6,2022-10-25 22:00:00
1593,КСУ-БЕН-5,76.2,2022-10-26 04:00:00
1594,КСУ-БЕН-3,99.4,2022-10-26 10:00:00
1595,КСУ-БЕН-1,111.2,2022-10-26 16:00:00
1596,КСУ-БЕН-6,103,2022-10-26 22:00:00
1597,КСУ-БЕН-3,76.5,2022-10-27 04:00:00
1598,КСУ-БЕН-2,94.7,2022-10-27 10:00:00
1599,КСУ-БЕН-6,76.1,2022-10-27 16:00:00
1600,КСУ-БЕН-5,92.9,2022-10-27 22:00:00
1601,КСУ-БЕН-2,112.5,2022-10-28 04:00:00
1602,КСУ-БЕН-1,77.6,2022-10-28 10:00:00
1603,КСУ-БЕН-5,70.3,2022-10-28 16:00:00
1604,КСУ-БЕН-2,78.6,2022-10-28 22:00:00
1605,КСУ-БЕН-1,176.2,2022-10-29 04:00:00
1606,КСУ-БЕН-5,70.7,2022-10-29 10:00:00
1607,КСУ-БЕН-2,77.9,2022-10-29 16:00:00
1608,КСУ-БЕН-1,77,2022-10-29 22:00:00
1609,КСУ-БЕН-5,68.6,2022-10-30 04:00:00
1610,КСУ-БЕН-2,81.8,2022-10-30 10:00:00
1611,КСУ-БЕН-1,88.7,2022-10-30 16:00:00
1612,КСУ-БЕН-5,62.6,2022-10-30 22:00:00
1613,КСУ-БЕН-3,60.3,2022-10-31 04:00:00
1614,КСУ-БЕН-1,55.9,2022-10-31 10:00:00
1615,КСУ-БЕН-5,71.7,2022-10-31 16:00:00
1616,КСУ-БЕН-3,86.9,2022-10-31 22:00:00
1617,КСУ-БЕН-1,62.2,2022-11-01 04:00:00
1618,КСУ-БЕН-5,90.2,2022-11-01 10:00:00
1619,КСУ-БЕН-3,61.7,2022-11-01 16:00:00
1620,КСУ-БЕН-1,100.5,2022-11-01 22:00:00
1621,КСУ-БЕН-5,139.1,2022-11-02 04:00:00
1622,КСУ-БЕН-3,123.5,2022-11-02 10:00:00
1623,КСУ-БЕН-2,59,2022-11-02 16:00:00
1624,КСУ-БЕН-6,158.4,2022-11-02 22:00:00
1625,КСУ-БЕН-5,109,2022-11-03 04:00:00
1626,КСУ-БЕН-2,76.5,2022-11-03 10:00:00
1627,КСУ-БЕН-6,78.2,2022-11-03 16:00:00
1628,КСУ-БЕН-5,102.3,2022-11-03 22:00:00
1629,КСУ-БЕН-2,90.1,2022-11-04 04:00:00
1630,КСУ-БЕН-6,108.8,2022-11-04 10:00:00
1631,КСУ-БЕН-3,83.2,2022-11-04 16:00:00
1632,КСУ-БЕН-2,229.7,2022-11-04 22:00:00
1633,КСУ-БЕН-6,203.3,2022-11-05 04:00:00
1634,КСУ-БЕН-3,133.5,2022-11-05 10:00:00
1635,КСУ-БЕН-2,87.2,2022-11-05 16:00:00
1636,КСУ-БЕН-6,60.9,2022-11-05 22:00:00
1637,КСУ-БЕН-5,63.8,2022-11-06 04:00:00
1638,КСУ-БЕН-2,77.6,2022-11-06 10:00:00
1639,КСУ-БЕН-6,70.5,2022-11-06 16:00:00
1640,КСУ-БЕН-5,120.4,2022-11-06 22:00:00
1641,КСУ-БЕН-2,100.5,2022-11-07 04:00:00
1642,КСУ-БЕН-1,77.6,2022-11-07 10:00:00
1643,КСУ-БЕН-5,110,2022-11-07 16:00:00
1644,КСУ-БЕН-2,62.5,2022-11-07 22:00:00
1645,КСУ-БЕН-1,135,2022-11-08 04:00:00
1646,КСУ-БЕН-5,107.7,2022-11-08 10:00:00
1647,КСУ-БЕН-2,71.4,2022-11-08 16:00:00
1648,КСУ-БЕН-1,121.8,2022-11-08 22:00:00
1649,КСУ-БЕН-6,69.4,2022-11-09 04:00:00
1650,КСУ-БЕН-3,212.8,2022-11-09 10:00:00
1651,КСУ-БЕН-1,150.9,2022-11-09 16:00:00
1652,КСУ-БЕН-6,136.8,2022-11-09 22:00:00
1653,КСУ-БЕН-4,146.7,2022-11-10 04:00:00
1654,КСУ-БЕН-1,71.8,2022-11-10 10:00:00
1655,КСУ-БЕН-5,77.5,2022-11-10 16:00:00
1656,КСУ-БЕН-3,113.3,2022-11-10 22:00:00
1657,КСУ-БЕН-2,103.7,2022-11-11 04:00:00
1658,КСУ-БЕН-6,109.6,2022-11-11 10:00:00
1659,КСУ-БЕН-3,66.1,2022-11-11 16:00:00
1660,КСУ-БЕН-2,71,2022-11-11 22:00:00
1661,КСУ-БЕН-6,64.1,2022-11-12 04:00:00
1662,КСУ-БЕН-5,65.9,2022-11-12 10:00:00
1663,КСУ-БЕН-2,64.6,2022-11-12 16:00:00
1664,КСУ-БЕН-1,78.4,2022-11-12 22:00:00
1665,КСУ-БЕН-5,124.3,2022-11-13 04:00:00
1666,КСУ-БЕН-2,72.8,2022-11-13 10:00:00
1667,КСУ-БЕН-6,72.6,2022-11-13 16:00:00
1668,КСУ-БЕН-5,75.8,2022-11-13 22:00:00
1669,КСУ-БЕН-2,66.4,2022-11-14 04:00:00
1670,КСУ-БЕН-6,72.1,2022-11-14 10:00:00
1671,КСУ-БЕН-3,71.7,2022-11-14 16:00:00
1672,КСУ-БЕН-2,159.8,2022-11-14 22:00:00
1673,КСУ-БЕН-6,158.4,2022-11-15 04:00:00
1674,АСН-5,83.7,2022-11-15 04:55:00
1675,КСУ-БЕН-3,112.6,2022-11-15 10:00:00
1676,КСУ-БЕН-2,115.4,2022-11-15 16:00:00
1677,КСУ-БЕН-6,91,2022-11-15 22:00:00
1678,КСУ-БЕН-5,65.8,2022-11-16 04:00:00
1679,КСУ-БЕН-2,69.7,2022-11-16 10:00:00
1680,КСУ-БЕН-6,63.3,2022-11-16 16:00:00
1681,КСУ-БЕН-3,98.2,2022-11-16 22:00:00
1682,КСУ-БЕН-2,106.5,2022-11-17 04:00:00
1683,КСУ-БЕН-6,98.5,2022-11-17 10:00:00
1684,КСУ-БЕН-3,76.9,2022-11-17 16:00:00
1685,КСУ-БЕН-2,88,2022-11-17 22:00:00
1686,КСУ-БЕН-6,58.6,2022-11-18 04:00:00
1687,КСУ-БЕН-3,70.1,2022-11-18 10:00:00
1688,КСУ-БЕН-1,68.2,2022-11-18 16:00:00
1689,КСУ-БЕН-3,152.3,2022-11-19 04:00:00
1690,АСН-5,51.4,2022-11-19 04:56:00
1691,КСУ-БЕН-1,156.3,2022-11-19 10:00:00
1692,КСУ-БЕН-5,160.7,2022-11-19 16:00:00
1693,АСН-6,85.1,2022-11-19 17:00:00
1694,КСУ-БЕН-3,105.6,2022-11-19 22:00:00
1695,КСУ-БЕН-1,91.8,2022-11-20 04:00:00
1696,КСУ-БЕН-5,71.2,2022-11-20 10:00:00
1697,КСУ-БЕН-2,51,2022-11-20 16:00:00
1698,КСУ-БЕН-1,160.7,2022-11-20 22:00:00
1699,АСН-6,67.6,2022-11-20 23:20:00
1700,КСУ-БЕН-5,123.4,2022-11-21 04:00:00
1701,КСУ-БЕН-2,114.7,2022-11-21 10:00:00
1702,КСУ-БЕН-6,130.8,2022-11-21 16:00:00
1703,КСУ-БЕН-5,121.5,2022-11-21 22:00:00
1704,КСУ-БЕН-2,91.5,2022-11-22 04:00:00
1705,КСУ-БЕН-6,77,2022-11-22 10:00:00
1706,КСУ-БЕН-5,80.8,2022-11-22 16:00:00
1707,КСУ-БЕН-2,141.7,2022-11-22 22:00:00
1708,КСУ-БЕН-1,82.3,2022-11-23 04:00:00
1709,КСУ-БЕН-5,99.6,2022-11-23 10:00:00
1710,КСУ-БЕН-2,101.3,2022-11-23 16:00:00
1711,КСУ-БЕН-6,81.2,2022-11-23 22:00:00
1712,КСУ-БЕН-5,69.9,2022-11-24 04:00:00
1713,КСУ-БЕН-2,61.1,2022-11-24 10:00:00
1714,КСУ-БЕН-6,57.8,2022-11-24 16:00:00
1715,КСУ-БЕН-5,122.1,2022-11-24 22:00:00
1716,КСУ-БЕН-2,58.2,2022-11-25 04:00:00
1717,КСУ-БЕН-6,59.1,2022-11-25 10:00:00
1718,КСУ-БЕН-5,92.6,2022-11-25 16:00:00
1719,КСУ-БЕН-2,112.6,2022-11-25 22:00:00
1720,КСУ-БЕН-6,73.5,2022-11-26 04:00:00
1721,КСУ-БЕН-5,59,2022-11-26 10:00:00
1722,КСУ-БЕН-3,56.2,2022-11-26 16:00:00
1723,КСУ-БЕН-1,85.9,2022-11-26 22:00:00
1724,КСУ-БЕН-5,125.1,2022-11-27 04:00:00
1725,КСУ-БЕН-3,75,2022-11-27 10:00:00
1726,КСУ-БЕН-2,72.9,2022-11-27 16:00:00
1727,КСУ-БЕН-6,85.1,2022-11-27 22:00:00
1728,КСУ-БЕН-3,68.3,2022-11-28 04:00:00
1729,КСУ-БЕН-1,74,2022-11-28 10:00:00
1730,КСУ-БЕН-6,53.7,2022-11-28 16:00:00
1731,КСУ-БЕН-3,80.9,2022-11-28 22:00:00
1732,КСУ-БЕН-2,75.2,2022-11-29 04:00:00
1733,КСУ-БЕН-1,68.5,2022-11-29 10:00:00
1734,КСУ-БЕН-5,68.9,2022-11-29 16:00:00
1735,КСУ-БЕН-2,64.9,2022-11-29 22:00:00
1736,КСУ-БЕН-1,61.4,2022-11-30 04:00:00
1737,КСУ-БЕН-5,66.2,2022-11-30 10:00:00
1738,КСУ-БЕН-3,59.6,2022-11-30 16:00:00
1739,КСУ-БЕН-1,82.4,2022-11-30 22:00:00
1740,КСУ-БЕН-2,112.2,2022-12-01 01:00:00
1741,КСУ-БЕН-5,82.7,2022-12-01 04:00:00
1742,КСУ-БЕН-2,147.3,2022-12-01 10:00:00
1743,КСУ-БЕН-2,129.4,2022-12-01 16:00:00
1744,КСУ-БЕН-6,124.6,2022-12-01 22:00:00
1745,КСУ-БЕН-3,116.5,2022-12-02 04:00:00
1746,КСУ-БЕН-2,91.3,2022-12-02 10:00:00
1747,КСУ-БЕН-1,113.1,2022-12-02 16:00:00
1748,КСУ-БЕН-5,147.6,2022-12-02 22:00:00
1749,КСУ-БЕН-2,108.9,2022-12-03 04:00:00
1750,КСУ-БЕН-6,109.2,2022-12-03 10:00:00
1751,КСУ-БЕН-5,100.6,2022-12-03 16:00:00
1752,КСУ-БЕН-2,61.2,2022-12-03 22:00:00
1753,КСУ-БЕН-1,68.4,2022-12-04 04:00:00
1754,КСУ-БЕН-5,64.5,2022-12-04 10:00:00
1755,КСУ-БЕН-2,66.5,2022-12-04 16:00:00
1756,КСУ-БЕН-1,66.5,2022-12-04 22:00:00
1757,КСУ-БЕН-5,63,2022-12-05 04:00:00
1758,АСН-6,79.6,2022-12-05 08:20:00
1759,КСУ-БЕН-3,83.9,2022-12-05 10:00:00
1760,КСУ-БЕН-1,81.6,2022-12-05 16:00:00
1761,КСУ-БЕН-5,63.3,2022-12-05 22:00:00
1762,КСУ-БЕН-3,62.5,2022-12-06 04:00:00
1763,КСУ-БЕН-1,86.1,2022-12-06 10:00:00
1764,КСУ-БЕН-6,77.5,2022-12-06 16:00:00
1765,КСУ-БЕН-3,94.9,2022-12-06 22:00:00
1766,КСУ-БЕН-2,93.2,2022-12-07 04:00:00
1767,КСУ-БЕН-6,66.4,2022-12-07 10:00:00
1768,КСУ-БЕН-3,66.1,2022-12-07 16:00:00
1769,КСУ-БЕН-2,66.4,2022-12-07 22:00:00
1770,КСУ-БЕН-6,55.1,2022-12-08 04:00:00
1771,КСУ-БЕН-3,65.9,2022-12-08 10:00:00
1772,КСУ-БЕН-2,137.5,2022-12-08 16:00:00
1773,КСУ-БЕН-6,109.1,2022-12-08 22:00:00
1774,КСУ-БЕН-2,53.9,2022-12-09 04:00:00
1775,КСУ-БЕН-1,56.5,2022-12-09 10:00:00
1776,КСУ-БЕН-6,51.1,2022-12-09 16:00:00
1777,КСУ-БЕН-5,54.4,2022-12-09 22:00:00
1778,КСУ-БЕН-2,53.9,2022-12-10 04:00:00
1779,КСУ-БЕН-1,56.5,2022-12-10 10:00:00
1780,КСУ-БЕН-6,51.1,2022-12-10 16:00:00
1781,КСУ-БЕН-3,76.9,2022-12-10 22:00:00
1782,КСУ-БЕН-2,79.5,2022-12-11 04:00:00
1783,КСУ-БЕН-6,66.6,2022-12-11 10:00:00
1784,КСУ-БЕН-4,65,2022-12-11 16:00:00
1785,КСУ-БЕН-3,63.7,2022-12-11 22:00:00
1786,КСУ-БЕН-1,65.6,2022-12-12 04:00:00
1787,КСУ-БЕН-5,61,2022-12-12 10:00:00
1788,КСУ-БЕН-3,89.4,2022-12-12 16:00:00
1789,КСУ-БЕН-1,104.6,2022-12-12 22:00:00
1790,АСН-6,84,2022-12-13 00:10:00
1791,КСУ-БЕН-6,123,2022-12-13 04:00:00
1792,КСУ-БЕН-5,107.9,2022-12-13 10:00:00
1793,КСУ-БЕН-3,147.6,2022-12-13 16:00:00
1794,КСУ-БЕН-1,100.3,2022-12-13 22:00:00
1795,КСУ-БЕН-5,69.4,2022-12-14 04:00:00
1796,КСУ-БЕН-3,85.4,2022-12-14 10:00:00
1797,КСУ-БЕН-2,79.5,2022-12-14 16:00:00
1798,КСУ-БЕН-6,91,2022-12-14 22:00:00
1799,КСУ-БЕН-3,71.6,2022-12-15 04:00:00
1800,КСУ-БЕН-2,49.9,2022-12-15 10:00:00
1801,КСУ-БЕН-1,61.4,2022-12-15 16:00:00
1802,КСУ-БЕН-5,80,2022-12-15 22:00:00
1803,КСУ-БЕН-5,148.5,2022-12-16 04:00:00
1804,КСУ-БЕН-3,72.7,2022-12-16 10:00:00
1805,КСУ-БЕН-3,66,2022-12-16 16:00:00
1806,КСУ-БЕН-1,176.9,2022-12-16 22:00:00
1807,КСУ-БЕН-3,179.2,2022-12-17 00:00:00
1808,АСН-5,88.5,2022-12-17 02:20:00
1809,КСУ-БЕН-2,122.4,2022-12-17 04:00:00
1810,КСУ-БЕН-1,83,2022-12-17 10:00:00
1811,КСУ-БЕН-1,73.5,2022-12-17 16:00:00
1812,КСУ-БЕН-1,54.2,2022-12-17 22:00:00
1813,КСУ-БЕН-5,65.6,2022-12-18 04:00:00
1814,КСУ-БЕН-3,61.4,2022-12-18 10:00:00
1815,КСУ-БЕН-2,75.7,2022-12-18 15:00:00
1816,КСУ-БЕН-2,78.7,2022-12-18 22:00:00
1817,КСУ-БЕН-2,90.4,2022-12-19 04:00:00
1818,КСУ-БЕН-5,66.7,2022-12-19 10:00:00
1819,КСУ-БЕН-3,91.5,2022-12-19 16:00:00
1820,КСУ-БЕН-1,107.9,2022-12-19 22:00:00
1821,КСУ-БЕН-6,87.4,2022-12-20 04:00:00
1822,КСУ-БЕН-5,89.8,2022-12-20 10:00:00
1823,КСУ-БЕН-2,78.1,2022-12-20 16:00:00
1824,КСУ-БЕН-6,77.9,2022-12-20 22:00:00
1825,,с,
1826,КСУ-БЕН-5,70.2,2022-12-21 04:00:00
1827,АСН-6,98.3,2022-12-21 08:05:00
1828,КСУ-БЕН-3,151.6,2022-12-21 10:00:00
1829,КСУ-БЕН-1,78.4,2022-12-21 15:00:00
1830,КСУ-БЕН-6,133.4,2022-12-21 22:00:00
1831,КСУ-БЕН-5,96.6,2022-12-22 04:00:00
1832,КСУ-БЕН-3,86,2022-12-22 10:00:00
1833,КСУ-БЕН-1,74.4,2022-12-22 16:00:00
1834,КСУ-БЕН-6,78.7,2022-12-22 22:00:00
1835,КСУ-БЕН-3,80.2,2022-12-23 04:00:00
1836,КСУ-БЕН-2,68.2,2022-12-23 10:00:00
1837,КСУ-БЕН-2,70.1,2022-12-23 16:00:00
1838,КСУ-БЕН-6,67.7,2022-12-23 22:00:00
1839,КСУ-БЕН-5,70.6,2022-12-24 04:00:00
1840,КСУ-БЕН-3,76,2022-12-24 10:00:00
1841,КСУ-БЕН-3,75.9,2022-12-24 16:00:00
1842,КСУ-БЕН-3,94,2022-12-24 22:00:00
1843,КСУ-БЕН-2,100.3,2022-12-25 04:00:00
1844,КСУ-БЕН-1,102.5,2022-12-25 10:00:00
1845,КСУ-БЕН-6,77.6,2022-12-25 16:00:00
1846,КСУ-БЕН-5,99.7,2022-12-25 22:00:00
1847,КСУ-БЕН-3,96.9,2022-12-26 04:00:00
1848,КСУ-БЕН-2,76.2,2022-12-26 10:00:00
1849,КСУ-БЕН-6,81.7,2022-12-26 16:00:00
1850,КСУ-БЕН-5,109.7,2022-12-26 22:00:00
1851,КСУ-БЕН-3,115,2022-12-27 04:00:00
1852,КСУ-БЕН-2,98.1,2022-12-27 10:00:00
1853,КСУ-БЕН-6,100.3,2022-12-27 16:00:00
1854,КСУ-БЕН-3,71,2022-12-27 22:00:00
1855,КСУ-БЕН-1,84.1,2022-12-28 04:00:00
1856,КСУ-БЕН-6,84.3,2022-12-28 10:00:00
1857,КСУ-БЕН-3,82.3,2022-12-28 16:00:00
1858,КСУ-БЕН-2,72.8,2022-12-28 22:00:00
1859,КСУ-БЕН-6,90.8,2022-12-29 04:00:00
1860,КСУ-БЕН-5,81,2022-12-29 10:00:00
1861,КСУ-БЕН-3,79.3,2022-12-29 16:00:00
1862,КСУ-БЕН-2,77.9,2022-12-29 22:00:00
1863,КСУ-БЕН-6,79.8,2022-12-30 04:00:00
1864,КСУ-БЕН-5,73.9,2022-12-30 10:00:00
1865,КСУ-БЕН-2,100.2,2022-12-30 16:00:00
1866,КСУ-БЕН-1,97.8,2022-12-30 22:00:00
1867,КСУ-БЕН-6,94.5,2022-12-31 04:00:00
1868,КСУ-БЕН-3,91.2,2022-12-31 10:00:00
1869,КСУ-БЕН-2,89.5,2022-12-31 16:00:00
1870,КСУ-БЕН-6,141.4,2022-12-31 22:00:00
