,Место отбора проб,"Сод. Cl соед., мг/дм3",Дата
2934,АСН-2,42.5,2022-10-09 08:05:00
2935,КСУ БЕН-7,134.1,2022-10-09 10:00:00
2936,КСУ БЕН-4,141.2,2022-10-09 14:00:00
2937,АСН-1,34.3,2022-10-09 14:05:00
2938,КСУ БЕН-9,195.7,2022-10-09 16:00:00
2939,КСУ БЕН-3,90.6,2022-10-09 18:00:00
2941,КСУ БЕН-3,165.9,2022-10-09 22:00:00
2943,КСУ СУТ,59,2022-10-09 23:00:00
2944,АСН-1,58.6,2022-10-10 00:10:00
2945,КСУ БЕН-5,157.6,2022-10-10 04:00:00
2946,БМ,2477.4,2022-10-10 06:00:00
2947,АСН-1,61.8,2022-10-10 08:10:00
2948,КСУ БЕН-7,186.3,2022-10-10 10:00:00
2949,АСН-1,48.7,2022-10-10 14:15:00
2950,БМ,3669.7,2022-10-10 15:00:00
2952,КСУ БЕН-9,131,2022-10-10 16:00:00
2953,КСУ БЕН-2,133.1,2022-10-10 17:00:00
2954,КСУ БЕН-4,124,2022-10-10 18:00:00
2955,КСУ СУТ,127.2,2022-10-10 23:00:00
2956,АСН-1,47.2,2022-10-11 00:10:00
2957,КСУ БЕН-3,101.5,2022-10-11 04:00:00
2959,КСУ БЕН-7,115.4,2022-10-11 04:20:00
2960,КСУ БЕН-4,101.3,2022-10-11 07:20:00
2961,АСН-1,49,2022-10-11 08:35:00
2962,КСУ БЕН-6,98.7,2022-10-11 10:00:00
2963,АСН-1,48.2,2022-10-11 14:05:00
2964,КСУ БЕН-9,102.2,2022-10-11 16:00:00
2965,КСУ СУТ,72.2,2022-10-11 23:00:00
2966,АСН-1,51.2,2022-10-12 00:10:00
2967,КСУ БЕН- 5,132.8,2022-10-12 04:00:00
2968,БМ,4025.4,2022-10-12 06:00:00
2969,АСН1,56.9,2022-10-12 08:25:00
2970,КСУ БЕН-7,126.7,2022-10-12 10:00:00
2971,АСН-1,56.5,2022-10-12 14:05:00
2972,КСУ БЕН-9,111.8,2022-10-12 16:00:00
2974,КСУ БЕН-3,108.1,2022-10-12 22:00:00
2976,КСУ СУТ,99.2,2022-10-12 23:00:00
2977,АСН- 1,59.7,2022-10-13 00:10:00
2978,КСУ БЕН-6,109.9,2022-10-13 04:00:00
2979,БМ ,6678.2,2022-10-13 06:00:00
2980,АСН-2,58.5,2022-10-13 08:40:00
2981,КСУ БЕН-7,96.3,2022-10-13 10:00:00
2982,АСН-1,40.2,2022-10-13 15:10:00
2983,КСУ БЕН-1,133.9,2022-10-13 16:00:00
2985,КСУ БЕН-3,168.2,2022-10-13 22:00:00
2986,АСН-2,87.1,2022-10-13 23:45:00
2989,КСУ СУТ,98,2022-10-13 23:00:00
2990,АСН-1,88.5,2022-10-14 00:15:00
2991,КСУ БЕН-4,105.8,2022-10-14 04:00:00
2992,БМ,4194,2022-10-14 06:00:00
2993,АСН-2,44.1,2022-10-14 08:25:00
2994,КСУ БЕН-7,108.3,2022-10-14 11:00:00
2995,АСН-2,64.9,2022-10-14 14:20:00
2996,КСУ БЕН-7,120.4,2022-10-14 16:00:00
2997,АСН-2,50,2022-10-14 16:10:00
2999,АСН 1-6,76.4,2022-10-14 22:00:00
3001,КСУ СУТ,76.4,2022-10-14 23:00:00
3002,АСН 1,77.6,2022-10-15 00:20:00
3003,КСУ БЕН-2,151.1,2022-10-15 04:00:00
3004,АСН-3,93.5,2022-10-15 05:05:00
3005,БМ,4010.7,2022-10-15 06:00:00
3006,АСН-2,81.9,2022-10-15 08:20:00
3007,КСУ БЕН-4,91.3,2022-10-15 10:00:00
3008,АСН-1,46.9,2022-10-15 14:40:00
3009,КСУ БЕН-9,95.4,2022-10-15 16:00:00
3011,АСН 1-6,94.6,2022-10-15 22:00:00
3012,АСН-2,72.5,2022-10-15 22:15:00
3014,КСУ СУТ,65.1,2022-10-15 23:00:00
3015,АСН-2,58.1,2022-10-16 00:05:00
3016,КСУ БЕН-8,95.2,2022-10-16 04:00:00
3017,БМ ,4712.1,2022-10-16 06:00:00
3018,АСН-1,39.3,2022-10-16 08:35:00
3019,КСУ БЕН-9,97.2,2022-10-16 10:00:00
3020,АСН-2,54,2022-10-16 14:20:00
3021,КСУ БЕН -1,124.7,2022-10-16 16:00:00
3023,АСН 1-6,36.1,2022-10-16 22:00:00
3025,КСУ СУТ,96.6,2022-10-16 23:00:00
3026,АСН-1,41.6,2022-10-17 00:10:00
3027,КСУ БЕН-4,113.7,2022-10-17 04:00:00
3028,БМ ,3425.3,2022-10-17 06:00:00
3029,АСН-2,44.6,2022-10-17 08:15:00
3030,КСУ БЕН-4,116.6,2022-10-17 10:00:00
3031,КСУ БЕН-7,89.2,2022-10-17 16:00:00
3033,АСН 1-6,35.3,2022-10-17 22:00:00
3035,КСУ СУТ,31.7,2022-10-17 23:00:00
3036,АСН-1,44.5,2022-10-18 00:25:00
3037,КСУ БЕН-1,109.4,2022-10-18 04:00:00
3038,БМ ,4378.5,2022-10-18 06:00:00
3039,АСН-2,38.5,2022-10-18 09:20:00
3040,КСУ БЕН-3,114.1,2022-10-18 10:00:00
3041,КСУ БЕН-5,109,2022-10-18 16:00:00
3043,АСН 1-6,50,2022-10-18 22:00:00
3045,КСУ СУТ,72.9,2022-10-18 23:00:00
3046,АСН-3,36.2,2022-10-19 00:15:00
3047,КСУ БЕН-1,148.3,2022-10-19 04:00:00
3048,БМ ,3890.8,2022-10-19 06:00:00
3049,АСН-1,47.6,2022-10-19 08:20:00
3050,КСУ БЕН-4,97.6,2022-10-19 12:00:00
3051,КСУ БЕН-6,85.5,2022-10-19 16:00:00
3053,АСН 1-6,43.5,2022-10-19 22:00:00
3055,КСУ СУТ,61.1,2022-10-19 23:00:00
3056,АСН-1,36.5,2022-10-20 00:15:00
3057,КСУ БЕН-8,125.4,2022-10-20 04:00:00
3058,БМ ,4248.9,2022-10-20 06:00:00
3059,АСН-1,48.1,2022-10-20 08:15:00
3060,КСУ БЕН-7,170.1,2022-10-20 10:00:00
3061,АСН-1,72.7,2022-10-20 14:15:00
3062,КСУ БЕН-3,120.6,2022-10-20 16:00:00
3064,АСН 1-6,52.1,2022-10-20 22:00:00
3066,КСУ СУТ,117.4,2022-10-20 23:00:00
3067,АСН-2,37.2,2022-10-21 00:10:00
3068,КСУ БЕН-5,130.2,2022-10-21 04:00:00
3069,БМ ,4049.5,2022-10-21 06:00:00
3070,АСН-1,43.9,2022-10-21 08:36:00
3071,КСУ БЕН-7,130.5,2022-10-21 10:00:00
3072,АСН-1,36.4,2022-10-21 14:40:00
3073,КСУ БЕН-9,186.2,2022-10-21 16:00:00
3074,АСН-2,47.5,2022-10-21 16:15:00
3076,АСН 1-6,35.6,2022-10-21 22:00:00
3078,КСУ СУТ,30.5,2022-10-21 23:00:00
3079,АСН-2,44.3,2022-10-22 00:40:00
3080,КСУ БЕН-3,92.1,2022-10-22 04:00:00
3081,БМ ,1922.2,2022-10-22 06:00:00
3082,КСУ БЕН-4,76.4,2022-10-22 10:00:00
3083,АСН-2,29.2,2022-10-22 14:20:00
3084,КСУ БЕН-7,105.8,2022-10-22 16:00:00
3086,АСН 1-6,36.1,2022-10-22 22:00:00
3088,КСУ СУТ,52.5,2022-10-22 23:00:00
3089,АСН-2,38.4,2022-10-23 00:10:00
3090,КСУ БЕН-1,92,2022-10-23 04:00:00
3091,БМ ,1974.2,2022-10-23 06:00:00
3092,АСН-2,96.9,2022-10-23 08:15:00
3093,КСУ БЕН-3,63.8,2022-10-23 10:00:00
3094,АСН-2,33.4,2022-10-23 14:10:00
3095,КСУ БЕН-5,102,2022-10-23 16:00:00
3097,АСН 1-6,36.9,2022-10-23 22:00:00
3099,КСУ СУТ,46.4,2022-10-23 23:00:00
3100,АСН-2,26,2022-10-24 00:30:00
3101,КСУ БЕН-7,115.8,2022-10-24 04:00:00
3102,БМ ,4512.8,2022-10-24 06:00:00
3103,АСН-2,41.5,2022-10-24 08:15:00
3104,КСУ БЕН-2,80.1,2022-10-24 10:00:00
3105,АСН-2,24.5,2022-10-24 14:10:00
3106,КСУ БЕН-4,82.6,2022-10-24 16:00:00
3108,АСН 1-6,36.1,2022-10-24 22:00:00
3110,КСУ СУТ,34.6,2022-10-24 23:00:00
3111,АСН-2,24.9,2022-10-25 00:25:00
3112,КСУ БЕН-7,86.4,2022-10-25 04:00:00
3113,БМ ,4007.1,2022-10-25 06:00:00
3114,АСН-2,27.1,2022-10-25 08:20:00
3115,КСУ БЕН-9,95.9,2022-10-25 10:00:00
3116,АСН-2,29,2022-10-25 14:10:00
3117,КСУ БЕН-3,105.1,2022-10-25 16:00:00
3119,АСН 1-6,11.8,2022-10-25 22:00:00
3121,КСУ СУТ,30,2022-10-25 23:00:00
3122,АСН-2,26,2022-10-26 00:05:00
3123,КСУ БЕН-7,81.3,2022-10-26 04:00:00
3124,БМ ,3753.8,2022-10-26 06:00:00
3125,АСН-2,54.7,2022-10-26 08:15:00
3126,КСУ БЕН-3,128.1,2022-10-26 10:00:00
3127,АСН-1,49.3,2022-10-26 14:10:00
3128,КСУ БЕН-1,147.4,2022-10-26 16:00:00
3130,АСН 1-6,31.3,2022-10-26 22:00:00
3132,КСУ СУТ,30,2022-10-26 23:00:00
3133,АСН-2,33.1,2022-10-27 00:15:00
3134,КСУ БЕН-5,84.3,2022-10-27 04:00:00
3135,БМ ,4047.4,2022-10-27 06:00:00
3136,АСН-2,27,2022-10-27 08:10:00
3137,КСУ БЕН-8,96.8,2022-10-27 10:00:00
3138,АСН-2,22.3,2022-10-27 14:20:00
3139,КСУ БЕН-1,103.8,2022-10-27 16:00:00
3141,АСН 1-6,38.8,2022-10-27 22:00:00
3143,КСУ СУТ,57.3,2022-10-27 23:00:00
3144,АСН-2,34,2022-10-28 00:10:00
3145,КСУ БЕН-7,95,2022-10-28 04:00:00
3146,БМ ,2526,2022-10-28 06:00:00
3147,АСН-1,33.7,2022-10-28 08:10:00
3148,КСУ БЕН-8,81.2,2022-10-28 10:00:00
3149,АСН-2,31,2022-10-28 14:10:00
3150,КСУ БЕН-1,69.8,2022-10-28 16:00:00
3152,АСН 1-6,27,2022-10-28 22:00:00
3154,КСУ СУТ,47.8,2022-10-28 23:00:00
3155,АСН-2,31.7,2022-10-29 00:10:00
3156,КСУ БЕН-5,173,2022-10-29 04:00:00
3157,КСУ БЕН-7,175.5,2022-10-29 05:00:00
3158,БМ ,4468.9,2022-10-29 06:00:00
3159,АСН-2,51.5,2022-10-29 08:10:00
3160,КСУ БЕН-6,101.4,2022-10-29 10:00:00
3161,АСН-2,39.6,2022-10-29 14:10:00
3162,КСУ БЕН-9,112.1,2022-10-29 16:00:00
3164,АСН 1-6,33.4,2022-10-29 22:00:00
3166,КСУ СУТ,42.6,2022-10-29 23:00:00
3167,АСН-2,34.7,2022-10-30 00:10:00
3168,КСУ БЕН-5,87.7,2022-10-30 04:00:00
3169,БМ ,3491.4,2022-10-30 06:00:00
3170,АСН-2,20.7,2022-10-30 08:20:00
3171,КСУ БЕН-5,125.6,2022-10-30 10:00:00
3172,АСН-1,25.2,2022-10-30 14:10:00
3173,КСУ БЕН-7,124.5,2022-10-30 16:00:00
3175,АСН 1-6,35.2,2022-10-30 22:00:00
3177,КСУ СУТ,48.9,2022-10-30 23:00:00
3178,АСН-2,26.1,2022-10-31 00:10:00
3179,КСУ БЕН-3,87.4,2022-10-31 04:00:00
3180,БМ ,3414.8,2022-10-31 06:00:00
3181,АСН-2,40.7,2022-10-31 08:10:00
3182,КСУ БЕН-4,101.2,2022-10-31 10:00:00
3183,АСН-2,28.2,2022-10-31 14:10:00
3184,КСУ БЕН-5,97.2,2022-10-31 16:00:00
3186,АСН 1-6,43.6,2022-10-31 22:00:00
3187,КСУ СУТ,76.8,2022-10-31 23:00:00
3188,АСН-2,44.7,2022-11-01 00:10:00
3189,КСУ БЕН-8,121.7,2022-11-01 04:00:00
3190,БМ ,1848,2022-11-01 06:00:00
3191,АСН-1,34.7,2022-11-01 08:05:00
3192,КСУ БЕН-1,65.2,2022-11-01 10:00:00
3193,АСН-2,25.6,2022-11-01 14:10:00
3194,КСУ БЕН-2,85.9,2022-11-01 16:00:00
3196,АСН 1-6,33.6,2022-11-01 22:00:00
3198,КСУ СУТ,100.4,2022-11-01 23:00:00
3199,АСН-1,28,2022-11-02 01:05:00
3200,КСУ БЕН-4,152.5,2022-11-02 04:00:00
3201,БМ ,4462.2,2022-11-02 06:00:00
3202,АСН-2,38.4,2022-11-02 08:10:00
3203,КСУ БЕН-3,92.9,2022-11-02 10:00:00
3204,АСН-1,25.1,2022-11-02 14:15:00
3205,КСУ БЕН-3,50.5,2022-11-02 16:00:00
3207,АСН 1-6,26.7,2022-11-02 22:00:00
3209,КСУ СУТ,60.3,2022-11-02 23:00:00
3210,АСН-2,38.4,2022-11-03 00:40:00
3211,КСУ БЕН-3,68.2,2022-11-03 04:00:00
3212,БМ ,1860.5,2022-11-03 06:00:00
3213,АСН-2,37.8,2022-11-03 08:05:00
3214,КСУ БЕН-4,78.8,2022-11-03 10:00:00
3215,АСН-1,42.5,2022-11-03 14:10:00
3216,КСУ БЕН-6,92,2022-11-03 16:00:00
3218,АСН 1-6,47.9,2022-11-03 22:00:00
3220,КСУ СУТ,34.7,2022-11-03 23:00:00
3221,АСН-2,29,2022-11-04 00:10:00
3222,КСУ БЕН-8,111.6,2022-11-04 04:00:00
3223,БМ ,4543.4,2022-11-04 06:00:00
3224,АСН-2,76.3,2022-11-04 08:10:00
3225,КСУ БЕН-1,161.9,2022-11-04 10:00:00
3226,АСН-2,68.3,2022-11-04 11:10:00
3227,АСН-1,56.5,2022-11-04 14:10:00
3228,КСУ БЕН-2,102,2022-11-04 16:00:00
3230,АСН 1-6,86.3,2022-11-04 22:00:00
3232,КСУ СУТ,86.3,2022-11-04 23:00:00
3233,КСУ БЕН-8,219.8,2022-11-05 00:00:00
3234,АСН-2,104.3,2022-11-05 02:15:00
3235,АСН-1,77.8,2022-11-05 02:45:00
3236,КСУ БЕН-5,200.2,2022-11-05 04:00:00
3237,БМ,5017.4,2022-11-05 06:00:00
3238,АСН-2,65.1,2022-11-05 08:10:00
3239,КСУ БЕН-6,120.1,2022-11-05 10:00:00
3240,АСН-1,28.4,2022-11-05 14:10:00
3241,КСУ БЕН-8,106.2,2022-11-05 16:00:00
3243,АСН 1-6,57.5,2022-11-05 22:00:00
3245,КСУ СУТ,86.3,2022-11-05 23:00:00
3246,АСН-2,24.5,2022-11-06 00:10:00
3247,КСУ БЕН-3,135.9,2022-11-06 04:00:00
3248,БМ,3657.9,2022-11-06 06:00:00
3249,АСН-1,38.4,2022-11-06 08:10:00
3250,КСУ БЕН-3,113,2022-11-06 10:00:00
3251,АСН-1,39.2,2022-11-06 14:15:00
3252,КСУ БЕН-5,99.5,2022-11-06 16:00:00
3254,АСН 1-6,47.7,2022-11-06 22:00:00
3256,КСУ СУТ,47.7,2022-11-06 23:00:00
3257,АСН-2,45.3,2022-11-07 00:10:00
3258,КСУ БЕН-8,63.9,2022-11-07 04:00:00
3259,БМ,4870,2022-11-07 06:00:00
3260,АСН-2,80.1,2022-11-07 08:15:00
3261,КСУ БЕН-1,93.9,2022-11-07 10:00:00
3262,КСУ БЕН-4,102.4,2022-11-07 16:00:00
3264,АСН 1-6,22.4,2022-11-07 22:00:00
3266,КСУ СУТ,34.9,2022-11-07 23:00:00
3267,КСУ БЕН-7,103.2,2022-11-08 04:00:00
3268,БМ,3930.5,2022-11-08 06:00:00
3269,КСУ БЕН-8,163,2022-11-08 10:00:00
3270,КСУ БЕН-1,126,2022-11-08 16:00:00
3272,АСН 1-6,96,2022-11-08 22:00:00
3274,КСУ СУТ,57.8,2022-11-08 23:00:00
3275,АСН-2,43.6,2022-11-09 00:40:00
3276,КСУ БЕН-3,96.7,2022-11-09 04:00:00
3277,БМ,3394.5,2022-11-09 06:00:00
3278,КСУ БЕН-5,185.5,2022-11-09 10:00:00
3279,КСУ БЕН-7,82.3,2022-11-09 16:00:00
3281,АСН 1-6,46.4,2022-11-09 22:00:00
3283,КСУ СУТ,52.6,2022-11-09 23:00:00
3284,КСУ БЕН-6,142.7,2022-11-10 04:00:00
3285,БМ,3520.6,2022-11-10 06:00:00
3286,АСН-3,30.6,2022-11-10 07:30:00
3287,КСУ БЕН-9,66.1,2022-11-10 10:00:00
3288,КСУ БЕН-1,59.4,2022-11-10 16:00:00
3290,АСН 1-6,35.5,2022-11-10 22:00:00
3292,КСУ СУТ,41,2022-11-10 23:00:00
3293,КСУ БЕН-5,70.6,2022-11-11 04:00:00
3294,БМ,5054.1,2022-11-11 06:00:00
3295,КСУ-БЕН-6,132.1,2022-11-11 10:00:00
3296,АСН-3,33.4,2022-11-11 13:40:00
3297,КСУ-БЕН-2,87.8,2022-11-11 16:00:00
3299,АСН 1-6,36.6,2022-11-11 22:00:00
3301,КСУ СУТ,52.9,2022-11-11 23:00:00
3302,АСН-2,39.3,2022-11-12 00:30:00
3303,КСУ БЕН-6,108.3,2022-11-12 04:00:00
3304,БМ,3562.5,2022-11-12 06:00:00
3305,АСН-2,36.2,2022-11-12 08:05:00
3306,КСУ-БЕН-8,136.5,2022-11-12 10:00:00
3307,АСН-2,36.9,2022-11-12 14:10:00
3308,КСУ-БЕН-1,99.6,2022-11-12 16:00:00
3309,АСН 1-6,38.2,2022-11-12 22:00:00
3311,КСУ СУТ,68.2,2022-11-12 23:00:00
3312,АСН-2,47.7,2022-11-13 00:10:00
3313,КСУ БЕН-6,169.2,2022-11-13 04:00:00
3314,АСН-2,59.6,2022-11-13 04:50:00
3315,БМ,4702.9,2022-11-13 06:00:00
3316,АСН-3,66.2,2022-11-13 07:15:00
3317,КСУ БЕН-9,114.4,2022-11-13 10:00:00
3318,КСУ БЕН-3,81.5,2022-11-13 16:00:00
3320,АСН 1-6,39.2,2022-11-13 22:00:00
3322,КСУ СУТ,48.3,2022-11-13 23:00:00
3323,КСУ БЕН-6,117.3,2022-11-14 04:00:00
3324,БМ,3369,2022-11-14 06:00:00
3325,АСН-2,40.1,2022-11-14 08:20:00
3326,КСУ-БЕН-7,98.2,2022-11-14 10:00:00
3327,КСУ-БЕН-8,104.8,2022-11-14 16:00:00
3329,АСН-1-6,42.1,2022-11-14 22:00:00
3331,АСН-2,90.3,2022-11-14 23:10:00
3332,КСУ СУТ,36.3,2022-11-14 23:00:00
3333,АСН-3,70.5,2022-11-15 00:35:00
3334,АСН-2,81.5,2022-11-15 02:20:00
3335,КСУ БЕН-6,186.9,2022-11-15 04:00:00
3336,АСН-2,66.4,2022-11-15 05:10:00
3337,БМ,4853.5,2022-11-15 06:00:00
3338,АСН-2,61.9,2022-11-15 08:05:00
3339,КСУ БЕН-2,118.8,2022-11-15 10:00:00
3340,КСУ БЕН-4,127,2022-11-15 16:00:00
3342,АСН-1-6,32.6,2022-11-15 22:00:00
3344,КСУ СУТ,53.7,2022-11-15 23:00:00
3345,КСУ БЕН-6,96.5,2022-11-16 04:00:00
3346,БМ,2958.8,2022-11-16 06:00:00
3347,АСН-2,30.7,2022-11-16 08:20:00
3348,КСУ БЕН-8,82.9,2022-11-16 10:00:00
3349,КСУ БЕН-1,84.9,2022-11-16 16:00:00
3351,АСН-1-6,43.4,2022-11-16 22:00:00
3353,КСУ СУТ,68.7,2022-11-16 23:00:00
3354,АСН-2,24.5,2022-11-17 00:25:00
3355,КСУ БЕН-4,98.3,2022-11-17 04:00:00
3356,БМ,5962.2,2022-11-17 06:00:00
3357,АСН-1,60.2,2022-11-17 08:30:00
3358,КСУ БЕН-4,126.2,2022-11-17 10:00:00
3359,КСУ БЕН-6,90.3,2022-11-17 16:00:00
3361,АСН-1-6,41.6,2022-11-17 22:00:00
3363,КСУ СУТ,50.9,2022-11-17 23:00:00
3364,АСН-2,30.8,2022-11-18 02:05:00
3365,КСУ БЕН-7,91,2022-11-18 04:00:00
3366,БМ,4160.9,2022-11-18 06:00:00
3367,АСН-2,27.2,2022-11-18 08:15:00
3368,КСУ БЕН-8,102.6,2022-11-18 10:00:00
3369,КСУ БЕН-2,75.6,2022-11-18 16:00:00
3370,АСН 1-6,54.2,2022-11-18 22:00:00
3372,КСУ СУТ,62.6,2022-11-18 23:00:00
3373,БЕН-4,73.4,2022-11-19 00:30:00
3374,АСН-2,79.2,2022-11-19 01:00:00
3375,АСН-2,73.8,2022-11-19 02:40:00
3376,КСУ БЕН-7,150.3,2022-11-19 04:00:00
3377,АСН-2,51.1,2022-11-19 04:55:00
3378,БМ,4866.6,2022-11-19 06:00:00
3379,АСН-3,42.5,2022-11-19 09:20:00
3380,КСУ БЕН-5,127.4,2022-11-19 10:00:00
3381,КСУ БЕН-6,84,2022-11-19 16:00:00
3383,АСН-1-6,25.4,2022-11-19 22:00:00
3385,КСУ СУТ,53.4,2022-11-19 23:00:00
3386,АСН-2,41.3,2022-11-20 01:35:00
3387,КСУ БЕН-4,126.1,2022-11-20 04:00:00
3388,БМ,4886.7,2022-11-20 06:00:00
3389,АСН-2,52.2,2022-11-20 08:40:00
3390,КСУ БЕН-1,90.1,2022-11-20 10:00:00
3391,КСУ БЕН-3,113.9,2022-11-20 16:00:00
3393,АСН-1-6,45.2,2022-11-20 22:00:00
3395,КСУ СУТ,68.4,2022-11-20 23:00:00
3396,АСН-2,40.8,2022-11-21 02:30:00
3397,КСУ БЕН-4,200,2022-11-21 04:00:00
3398,АСН-2,72.2,2022-11-21 05:05:00
3399,БМ,3004.8,2022-11-21 06:00:00
3400,АСН-2,49,2022-11-21 08:05:00
3401,КСУ БЕН-8,156.9,2022-11-21 10:00:00
3402,КСУ БЕН-9,115.1,2022-11-21 16:00:00
3404,АСН-1-6,85.5,2022-11-21 22:00:00
3406,КСУ СУТ,89.8,2022-11-21 23:00:00
3407,АСН-2,48.5,2022-11-22 00:10:00
3408,АСН-2,66.4,2022-11-22 02:10:00
3409,КСУ БЕН-4,116,2022-11-22 04:00:00
3410,БМ,4156.1,2022-11-22 06:00:00
3411,АСН-2,34,2022-11-22 08:10:00
3412,КСУ БЕН-4,115.7,2022-11-22 10:00:00
3413,КСУ БЕН-5,138,2022-11-22 16:00:00
3415,АСН-1-6,49.5,2022-11-22 22:00:00
3417,КСУ СУТ,69.6,2022-11-22 23:00:00
3418,КСУ БЕН-4,144.8,2022-11-23 04:00:00
3419,БМ,3912.2,2022-11-23 06:00:00
3420,АСН-2,52.1,2022-11-23 08:15:00
3421,КСУ БЕН-1,162.9,2022-11-23 10:00:00
3422,АСН-3,97.8,2022-11-23 14:10:00
3423,КСУ БЕН-2,162,2022-11-23 16:00:00
3425,КСУ БЕН-3,123.6,2022-11-23 22:00:00
3427,КСУ СУТ,68.8,2022-11-23 23:00:00
3428,АСН-2,28.8,2022-11-24 00:00:00
3429,КСУ БЕН-5,90.3,2022-11-24 04:00:00
3430,БМ,2843.3,2022-11-24 06:00:00
3431,АСН-2,29.6,2022-11-24 08:25:00
3432,КСУ БЕН-6,92.1,2022-11-24 10:00:00
3433,АСН-2,25.3,2022-11-24 14:25:00
3434,КСУ БЕН-8,108.6,2022-11-24 16:00:00
3436,КСУ БЕН-2,65.4,2022-11-24 22:00:00
3438,КСУ СУТ,54.5,2022-11-24 23:00:00
3439,КСУ БЕН-3,78.4,2022-11-25 04:00:00
3440,БМ,5126.6,2022-11-25 06:00:00
3441,АСН-2,24.9,2022-11-25 08:10:00
3442,КСУ БЕН-5,82.6,2022-11-25 10:00:00
3443,КСУ БЕН-6,119.1,2022-11-25 16:00:00
3445,КСУ БЕН-8,101.8,2022-11-25 22:00:00
3447,КСУ СУТ,76.9,2022-11-25 23:00:00
3448,КСУ БЕН-1,100.5,2022-11-26 04:00:00
3449,БМ,4954.8,2022-11-26 06:00:00
3450,АСН-2,33.3,2022-11-26 08:10:00
3451,КСУ БЕН-3,97,2022-11-26 10:00:00
3452,КСУ БЕН-4,142.8,2022-11-26 16:00:00
3454,КСУ БЕН-5 ,112.2,2022-11-26 22:00:00
3456,КСУ СУТ,33.7,2022-11-26 23:00:00
3457,КСУ БЕН-7,81.1,2022-11-27 04:00:00
3458,БМ,4535.9,2022-11-27 06:00:00
3459,АСН-2,42.9,2022-11-27 08:10:00
3460,КСУ БЕН-9,109.8,2022-11-27 10:00:00
3461,КСУ БЕН-1,152.8,2022-11-27 16:00:00
3463,КСУ БЕН-3,124.7,2022-11-27 22:00:00
3465,КСУ СУТ,78.5,2022-11-27 23:00:00
3466,КСУ БЕН-4,98.3,2022-11-28 04:00:00
3467,БМ,2045.4,2022-11-28 06:00:00
3468,АСН-2,46.1,2022-11-28 08:15:00
3469,КСУ БЕН-5,108.2,2022-11-28 10:00:00
3470,КСУ БЕН-8,108.9,2022-11-28 16:00:00
3472,КСУ БЕН-8,131.7,2022-11-28 22:00:00
3474,КСУ СУТ,69.3,2022-11-28 23:00:00
3475,КСУ БЕН-2,116.3,2022-11-29 04:00:00
3476,БМ,5412.8,2022-11-29 06:00:00
3477,АСН-2,38.1,2022-11-29 06:30:00
3478,КСУ БЕН-3,108.5,2022-11-29 10:00:00
3479,КСУ БЕН-5,118.4,2022-11-29 16:00:00
3481,КСУ БЕН-6,104.6,2022-11-29 22:00:00
3483,КСУ СУТ,43.3,2022-11-29 23:00:00
3484,КСУ БЕН-7,111.9,2022-11-30 04:00:00
3485,БМ,4555,2022-11-30 06:00:00
3486,АСН-2,32.9,2022-11-30 08:05:00
3487,КСУ БЕН-1,104.8,2022-11-30 10:00:00
3488,КСУ БЕН-1,109.3,2022-11-30 16:00:00
3490,КСУ БЕН-3,126.1,2022-11-30 22:00:00
3491,КСУ СУТ,31.6,2022-11-30 23:00:00
3492,АСН-2,42.9,2022-12-01 00:10:00
3493,КСУ БЕН-1,137.8,2022-12-01 01:00:00
3494,КСУ БЕН-6,133.6,2022-12-01 04:00:00
3495,БМ,5648.9,2022-12-01 06:00:00
3496,АСН-2,60.7,2022-12-01 06:55:00
3497,КСУ БЕН-9,122.6,2022-12-01 10:00:00
3498,АСН-1,47.3,2022-12-01 14:10:00
3499,КСУ БЕН-4,124.4,2022-12-01 16:00:00
3501,КСУ БЕН-5,112.3,2022-12-01 22:00:00
3503,КСУ СУТ,97.8,2022-12-01 23:00:00
3504,КСУ БЕН-7,122.9,2022-12-02 04:00:00
3505,БМ,3304.2,2022-12-02 06:00:00
3506,АСН-3,42.8,2022-12-02 08:15:00
3507,КСУ БЕН-9,100.7,2022-12-02 10:00:00
3508,АСН-1,47.6,2022-12-02 14:25:00
3509,КСУ БЕН-2,108.5,2022-12-02 16:00:00
3511,КСУ БЕН-5,162.1,2022-12-02 22:00:00
3513,КСУ СУТ,52.6,2022-12-02 23:00:00
3514,АСН-2,67.4,2022-12-03 00:25:00
3515,КСУ БЕН-7,126.4,2022-12-03 04:00:00
3516,БМ,3949.1,2022-12-03 06:00:00
3517,КСУ БЕН-7,161.6,2022-12-03 10:00:00
3518,АСН-1,64.3,2022-12-03 14:05:00
3519,КСУ БЕН-1,147,2022-12-03 16:00:00
3521,КСУ БЕН-3,123,2022-12-03 22:00:00
3523,КСУ СУТ,42.8,2022-12-03 23:00:00
3524,КСУ БЕН-5,133.1,2022-12-04 04:00:00
3525,БМ,3474,2022-12-04 06:00:00
3526,КСУ БЕН-8,119,2022-12-04 10:00:00
3527,КСУ БЕН-7,124.1,2022-12-04 16:00:00
3529,КСУ БЕН-9 ,120.3,2022-12-04 22:00:00
3531,КСУ СУТ,43.1,2022-12-04 23:00:00
3532,КСУ БЕН-5,121.5,2022-12-05 04:00:00
3533,БМ,3878.8,2022-12-05 06:00:00
3534,АСН-2,60,2022-12-05 08:10:00
3535,КСУ БЕН-4,125.6,2022-12-05 10:00:00
3536,КСУ БЕН-6,161.5,2022-12-05 16:00:00
